Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,ATC LEVEL,Is Drug Class,Semantic type UMLS property
ATC/G03GB02,clomifene,,,false,C0009008,STY/T109|STY/T121,ATC/G03GB,5,,STY/T109|STY/T121
ATC/N05AH04,quetiapine,,,false,C0123091,STY/T109|STY/T121,ATC/N05AH,5,,STY/T109|STY/T121
ATC/B01AA,Vitamin K antagonists,,,false,C3653316,STY/T121,ATC/B01A,4,Y,STY/T121
ATC/D06A,ANTIBIOTICS FOR TOPICAL USE,,,false,C3653723,STY/T121,ATC/D06,3,Y,STY/T121
ATC/J05AF07,tenofovir disoproxil,,,false,C0963398,STY/T114|STY/T121,ATC/J05AF,5,,STY/T114|STY/T121
ATC/S01XA21,mercaptamine,,,false,C0010648,STY/T109|STY/T121,ATC/S01XA,5,,STY/T109|STY/T121
ATC/V06DC01,glucose,,,false,C0017725,STY/T123|STY/T109|STY/T121,ATC/V06DC,5,,STY/T123|STY/T109|STY/T121
ATC/N05CB01,combinations of barbiturates,,,false,C3653161,STY/T109|STY/T121,ATC/N05CB,5,,STY/T109|STY/T121
ATC/J04AA03,calcium aminosalicylate,,,false,C0301333,STY/T109|STY/T121,ATC/J04AA,5,,STY/T109|STY/T121
ATC/A12CC,"Magnesium supplements, alimentary tract and metabolism",Magnesium,,false,C3540792,STY/T121|STY/T197,ATC/A12C,4,Y,STY/T121|STY/T197
ATC/J01MA02,ciprofloxacin,,,false,C0008809,STY/T109|STY/T121,ATC/J01MA,5,,STY/T109|STY/T121
ATC/H01AB01,thyrotropin alfa,,,false,C2587204,STY/T116|STY/T125|STY/T121,ATC/H01AB,5,,STY/T116|STY/T125|STY/T121
ATC/L01DB10,amrubicin,,,false,C0762659,STY/T195|STY/T109,ATC/L01DB,5,,STY/T195|STY/T109
ATC/V08CA10,gadoxetic acid,,,false,C3489483,STY/T130|STY/T109,ATC/V08CA,5,,STY/T130|STY/T109
ATC/J02AA01,amphotericin B,,,false,C0002679,STY/T195|STY/T109,ATC/J02AA,5,,STY/T195|STY/T109
ATC/H02AB11,prednylidene,,,false,C0044955,STY/T109|STY/T121,ATC/H02AB,5,,STY/T109|STY/T121
ATC/D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",,,false,C3653505,STY/T109|STY/T121,ATC/D,2,Y,STY/T109|STY/T121
ATC/A06AD03,magnesium peroxide,,,false,C0771691,STY/T121|STY/T197,ATC/A06AD,5,,STY/T121|STY/T197
ATC/D01AE01,bromochlorosalicylanilide,,,false,C0770939,STY/T109|STY/T121,ATC/D01AE,5,,STY/T109|STY/T121
ATC/D05AA,"Tars, topical antipsoriatics",Tars,,false,C3887664,STY/T109|STY/T121,ATC/D05A,4,Y,STY/T109|STY/T121
ATC/J05AR15,atazanavir and cobicistat,,,false,C3883388,STY/T121,ATC/J05AR,5,,STY/T121
ATC/J01MA08,fleroxacin,,,false,C0085161,STY/T195|STY/T109,ATC/J01MA,5,,STY/T195|STY/T109
ATC/N07XX05,amifampridine,,,false,C0046948,STY/T109|STY/T121,ATC/N07XX,5,,STY/T109|STY/T121
ATC/C09DX04,valsartan and sacubitril,,,false,C4033631,STY/T121,ATC/C09DX,5,,STY/T121
ATC/C03CA01,furosemide,,,false,C0016860,STY/T109|STY/T121,ATC/C03CA,5,,STY/T109|STY/T121
ATC/G03FA10,norgestrel and estrogen,,,false,C3652784,STY/T121,ATC/G03FA,5,,STY/T121
ATC/G04CX02,Sabalis serrulatae fructus,,,false,C3652637,STY/T109|STY/T121,ATC/G04CX,5,,STY/T109|STY/T121
ATC/M05BX02,aluminium chlorohydrate,,,false,C0051511,STY/T121|STY/T197,ATC/M05BX,5,,STY/T121|STY/T197
ATC/D03BA03,bromelains,,,false,C0006217,STY/T126|STY/T116|STY/T121,ATC/D03BA,5,,STY/T126|STY/T116|STY/T121
ATC/S01AA24,kanamycin,,,false,C0022487,STY/T195|STY/T109,ATC/S01AA,5,,STY/T195|STY/T109
ATC/L01EX07,cabozantinib,,,false,C3181682,STY/T109|STY/T121,ATC/L01EX,5,,STY/T109|STY/T121
ATC/G03FA16,trimegestone and estrogen,,,false,C3652791,STY/T121,ATC/G03FA,5,,STY/T121
ATC/C10AB07,ronifibrate,,,false,C2347974,STY/T121,ATC/C10AB,5,,STY/T121
ATC/N05AC04,pipotiazine,,,false,C0031968,STY/T109|STY/T121,ATC/N05AC,5,,STY/T109|STY/T121
ATC/J07AP03,"typhoid, purified polysaccharide antigen",,,false,C3652525,STY/T129|STY/T121,ATC/J07AP,5,,STY/T129|STY/T121
ATC/J05AG02,delavirdine,,,false,C0288165,STY/T109|STY/T121,ATC/J05AG,5,,STY/T109|STY/T121
ATC/C09XA52,aliskiren and hydrochlorothiazide,,,false,C2241628,STY/T121,ATC/C09XA,5,,STY/T121
ATC/C02CA01,prazosin,,,false,C0032912,STY/T109|STY/T121,ATC/C02CA,5,,STY/T109|STY/T121
ATC/A01AB19,sodium perborate,,,false,C0074750,STY/T121|STY/T197,ATC/A01AB,5,,STY/T121|STY/T197
ATC/R07AA,Lung surfactants,,,false,C0034085,STY/T123|STY/T109|STY/T121,ATC/R07A,4,Y,STY/T123|STY/T109|STY/T121
ATC/R03DX05,omalizumab,,,false,C0966225,STY/T116|STY/T129|STY/T121,ATC/R03DX,5,,STY/T116|STY/T129|STY/T121
ATC/R05DA05,opium alkaloids with morphine,,,false,C3653242,STY/T109|STY/T121,ATC/R05DA,5,,STY/T109|STY/T121
ATC/N01BA03,tetracaine,,,false,C0039629,STY/T109|STY/T121,ATC/N01BA,5,,STY/T109|STY/T121
ATC/C04AX23,butalamine,,,false,C0644503,STY/T109|STY/T121,ATC/C04AX,5,,STY/T109|STY/T121
ATC/D10AF03,chloramphenicol,,,false,C0008168,STY/T195|STY/T109,ATC/D10AF,5,,STY/T195|STY/T109
ATC/C07FX06,carvedilol and ivabradine,,,false,C4301608,STY/T121,ATC/C07FX,5,,STY/T121
ATC/C07FB02,metoprolol and felodipine,,,false,C2928411,STY/T121,ATC/C07FB,5,,STY/T121
ATC/N05BA15,camazepam,,,false,C0006795,STY/T109|STY/T121,ATC/N05BA,5,,STY/T109|STY/T121
ATC/J01DB,First-generation cephalosporins,,,false,C0304317,STY/T195|STY/T109,ATC/J01D,4,Y,STY/T195|STY/T109
ATC/P02CB,"Piperazine and derivatives, antinematodal agents",Piperazine and derivatives,,false,C3653391,STY/T109|STY/T121,ATC/P02C,4,Y,STY/T109|STY/T121
ATC/D07CC01,betamethasone and antibiotics,,,false,C3652905,STY/T109|STY/T121,ATC/D07CC,5,,STY/T109|STY/T121
ATC/N05CX04,"clomethiazole, combinations",,,false,C3653087,STY/T109|STY/T121,ATC/N05CX,5,,STY/T109|STY/T121
ATC/R05DB03,clobutinol,,,false,C0055897,STY/T109|STY/T121,ATC/R05DB,5,,STY/T109|STY/T121
STY/T002,Plant,,,false,,,STY/T204,,,
ATC/J02AB02,ketoconazole,,,false,C0022625,STY/T109|STY/T121,ATC/J02AB,5,,STY/T109|STY/T121
ATC/L01EH02,neratinib,,,false,C2713008,STY/T109|STY/T121,ATC/L01EH,5,,STY/T109|STY/T121
ATC/L01,ANTINEOPLASTIC AGENTS,,,false,C0003392,STY/T109|STY/T121,ATC/L,2,Y,STY/T109|STY/T121
ATC/N02BG02,rimazolium,,,false,C0072022,STY/T109|STY/T121,ATC/N02BG,5,,STY/T109|STY/T121
ATC/B02BD,Blood coagulation factors,,,false,C0005789,STY/T123|STY/T116|STY/T121,ATC/B02B,4,Y,STY/T123|STY/T116|STY/T121
ATC/C01EB07,"fructose 1,6-diphosphate",,,false,C0060771,STY/T123|STY/T109|STY/T121,ATC/C01EB,5,,STY/T123|STY/T109|STY/T121
ATC/R05CA11,levoverbenone,,,false,C3652598,STY/T109|STY/T121,ATC/R05CA,5,,STY/T109|STY/T121
ATC/G03CA,"Natural and semisynthetic estrogens, plain",,,false,C3653570,STY/T125|STY/T109|STY/T121,ATC/G03C,4,Y,STY/T125|STY/T109|STY/T121
ATC/C10AC02,colestipol,,,false,C0009279,STY/T109|STY/T121,ATC/C10AC,5,,STY/T109|STY/T121
ATC/J06AA04,botulinum antitoxin,,,false,C0006044,STY/T109|STY/T129|STY/T121,ATC/J06AA,5,,STY/T109|STY/T129|STY/T121
ATC/D07AB30,combinations of corticosteroids,,,false,C2137694,STY/T109|STY/T121,ATC/D07AB,5,,STY/T109|STY/T121
ATC/S01BA01,dexamethasone,,,false,C0011777,STY/T109|STY/T121,ATC/S01BA,5,,STY/T109|STY/T121
STY/T077,Conceptual Entity,,,false,,,STY/T071,,,
ATC/G02CX01,atosiban,,,false,C0164398,STY/T116|STY/T121,ATC/G02CX,5,,STY/T116|STY/T121
ATC/V09DB02,technetium (<o>99m</o>Tc) microcolloid,,,false,C3652585,STY/T130|STY/T109,ATC/V09DB,5,,STY/T130|STY/T109
ATC/V07AX,Washing agents etc.,,,false,C3653739,STY/T167,ATC/V07A,4,Y,STY/T167
ATC/N05CD11,loprazolam,,,false,C0077013,STY/T109|STY/T121,ATC/N05CD,5,,STY/T109|STY/T121
STY/T067,Phenomenon or Process,,,false,,,STY/T051,,,
ATC/M03BX01,baclofen,,,false,C0004609,STY/T116|STY/T121,ATC/M03BX,5,,STY/T116|STY/T121
ATC/B05ZA,"Hemodialytics, concentrates",,,false,C3653490,STY/T121,ATC/B05Z,4,Y,STY/T121
ATC/N06BA10,fenetylline,,,false,C0060167,STY/T109|STY/T121,ATC/N06BA,5,,STY/T109|STY/T121
ATC/N03AC03,ethadione,,,false,C0059690,STY/T109|STY/T121,ATC/N03AC,5,,STY/T109|STY/T121
ATC/R06AE53,"cyclizine, combinations",,,false,C3653160,STY/T109|STY/T121,ATC/R06AE,5,,STY/T109|STY/T121
ATC/J05AB13,penciclovir,,,false,C0164815,STY/T114|STY/T121,ATC/J05AB,5,,STY/T114|STY/T121
ATC/M01AX23,tenidap,,,false,C0076092,STY/T109|STY/T121,ATC/M01AX,5,,STY/T109|STY/T121
ATC/S01AX05,bibrocathol,,,false,C0602838,STY/T109|STY/T121,ATC/S01AX,5,,STY/T109|STY/T121
ATC/C10AX11,mipomersen,,,false,C2604635,STY/T114|STY/T121,ATC/C10AX,5,,STY/T114|STY/T121
ATC/C08CA55,"nifedipine, combinations",,,false,C3652829,STY/T121,ATC/C08CA,5,,STY/T121
ATC/C05CA53,"diosmin, combinations",,,false,C3652441,STY/T109|STY/T121,ATC/C05CA,5,,STY/T109|STY/T121
ATC/S01BA07,fluorometholone,,,false,C0016351,STY/T109|STY/T121,ATC/S01BA,5,,STY/T109|STY/T121
ATC/R,RESPIRATORY SYSTEM DRUGS,RESPIRATORY SYSTEM,,false,C0282686,STY/T121,http://www.w3.org/2002/07/owl#Thing,1,Y,STY/T121
ATC/L01EC02,dabrafenib,,,false,C3467876,STY/T109|STY/T121,ATC/L01EC,5,,STY/T109|STY/T121
ATC/N02BG08,ziconotide,,,false,C0211011,STY/T116|STY/T121,ATC/N02BG,5,,STY/T116|STY/T121
ATC/V08CX01,perflubron,,,false,C0162922,STY/T130|STY/T109,ATC/V08CX,5,,STY/T130|STY/T109
ATC/J01CE09,procaine benzylpenicillin,,,false,C0030830,STY/T195|STY/T109,ATC/J01CE,5,,STY/T195|STY/T109
ATC/C02DB04,cadralazine,,,false,C0054422,STY/T109|STY/T121,ATC/C02DB,5,,STY/T109|STY/T121
ATC/G03DC01,allylestrenol,,,false,C0002158,STY/T125|STY/T109|STY/T121,ATC/G03DC,5,,STY/T125|STY/T109|STY/T121
ATC/D04AB03,oxybuprocaine,,,false,C0053114,STY/T109|STY/T121,ATC/D04AB,5,,STY/T109|STY/T121
ATC/M01AE12,oxaprozin,,,false,C0069739,STY/T109|STY/T121,ATC/M01AE,5,,STY/T109|STY/T121
ATC/J01GB,Other aminoglycosides in ATC,Other aminoglycosides,,false,C3653926,STY/T195|STY/T109,ATC/J01G,4,Y,STY/T195|STY/T109
ATC/M09AX10,risdiplam,,,false,C5139676,STY/T109|STY/T121,ATC/M09AX,5,,STY/T109|STY/T121
ATC/A06AD14,pentaerithrityl,,,false,C3652599,STY/T109|STY/T121,ATC/A06AD,5,,STY/T109|STY/T121
ATC/S03CA05,fludrocortisone and antiinfectives,,,false,C3652909,STY/T109|STY/T121,ATC/S03CA,5,,STY/T109|STY/T121
ATC/N06BX07,oxiracetam,,,false,C0069772,STY/T109|STY/T121,ATC/N06BX,5,,STY/T109|STY/T121
ATC/R01AX05,ritiometan,,,false,C0771650,STY/T109|STY/T121,ATC/R01AX,5,,STY/T109|STY/T121
ATC/V09IX09,gallium (<o>68</o>Ga) edotreotide,,,false,C3640098,STY/T116|STY/T130,ATC/V09IX,5,,STY/T116|STY/T130
ATC/A11HA02,pyridoxine (vit B<n>6</n>),,,false,C0034272,STY/T127|STY/T109|STY/T121,ATC/A11HA,5,,STY/T127|STY/T109|STY/T121
ATC/N03AX13,pheneturide,,,false,C0059837,STY/T109|STY/T121,ATC/N03AX,5,,STY/T109|STY/T121
ATC/D07XB02,triamcinolone,,,false,C0040864,STY/T109|STY/T121,ATC/D07XB,5,,STY/T109|STY/T121
STY/T005,Virus,,,false,,,STY/T001,,,
ATC/A16AX09,glycerol phenylbutyrate,,,false,C3490329,STY/T109|STY/T121,ATC/A16AX,5,,STY/T109|STY/T121
ATC/A06AX04,linaclotide,,,false,C2000261,STY/T116|STY/T121,ATC/A06AX,5,,STY/T116|STY/T121
ATC/A02BA04,nizatidine,,,false,C0085154,STY/T109|STY/T121,ATC/A02BA,5,,STY/T109|STY/T121
ATC/N04BC03,dihydroergocryptine mesylate,,,false,C0086160,STY/T109|STY/T121,ATC/N04BC,5,,STY/T109|STY/T121
ATC/V03AE09,patiromer calcium,,,false,C4301626,STY/T109|STY/T121,ATC/V03AE,5,,STY/T109|STY/T121
ATC/V03AH,Drugs for treatment of hypoglycemia,,,false,C3653529,STY/T121,ATC/V03A,4,Y,STY/T121
ATC/S01CA09,chloroprednisone and antiinfectives,,,false,C3652801,STY/T121,ATC/S01CA,5,,STY/T121
ATC/M02AA22,suxibuzone,,,false,C0075667,STY/T109|STY/T121,ATC/M02AA,5,,STY/T109|STY/T121
ATC/N03AX19,carisbamate,,,false,C1871983,STY/T109|STY/T121,ATC/N03AX,5,,STY/T109|STY/T121
ATC/A11HA08,tocofersolan,,,false,C0606070,STY/T127|STY/T109|STY/T121,ATC/A11HA,5,,STY/T127|STY/T109|STY/T121
ATC/N05CA02,amobarbital,,,false,C0002640,STY/T109|STY/T121,ATC/N05CA,5,,STY/T109|STY/T121
ATC/C07,beta-Adrenergic Blocking Agents,BETA BLOCKING AGENTS,,false,C0001645,STY/T121,ATC/C,2,Y,STY/T121
ATC/J05AR26,darunavir and ritonavir,,,false,C1976853,STY/T121,ATC/J05AR,5,,STY/T121
ATC/J01AA12,tigecycline,,,false,C1260298,STY/T195|STY/T109,ATC/J01AA,5,,STY/T195|STY/T109
ATC/G04CA51,alfuzosin and finasteride,,,false,C3653190,STY/T109|STY/T121,ATC/G04CA,5,,STY/T109|STY/T121
ATC/G01AA08,carfecillin,,,false,C0007241,STY/T195|STY/T109,ATC/G01AA,5,,STY/T195|STY/T109
ATC/D11AH07,tralokinumab,,,false,C3658667,STY/T116|STY/T129|STY/T121,ATC/D11AH,5,,STY/T116|STY/T129|STY/T121
ATC/S03AA04,chlorhexidine,,,false,C0008196,STY/T109|STY/T121,ATC/S03AA,5,,STY/T109|STY/T121
ATC/S01XA05,sodium edetate,,,false,C0012695,STY/T109|STY/T121,ATC/S01XA,5,,STY/T109|STY/T121
ATC/A10BH52,gemigliptin and rosuvastatin,,,false,C4759130,STY/T121,ATC/A10BH,5,,STY/T121
ATC/C01CE02,milrinone,,,false,C0128513,STY/T109|STY/T121,ATC/C01CE,5,,STY/T109|STY/T121
ATC/G03EK01,methyltestosterone,,,false,C0025826,STY/T125|STY/T109|STY/T121,ATC/G03EK,5,,STY/T125|STY/T109|STY/T121
ATC/C08EX02,perhexiline,,,false,C0031013,STY/T109|STY/T121,ATC/C08EX,5,,STY/T109|STY/T121
ATC/N05AF05,zuclopenthixol,,,false,C0376160,STY/T109|STY/T121,ATC/N05AF,5,,STY/T109|STY/T121
ATC/A01AD08,becaplermin,,,false,C0379135,STY/T116|STY/T129|STY/T121,ATC/A01AD,5,,STY/T116|STY/T129|STY/T121
ATC/V06DD,"Amino acids, incl. combinations with polypeptides",,,false,C3653574,STY/T116|STY/T121,ATC/V06D,4,Y,STY/T116|STY/T121
ATC/J05AJ03,dolutegravir,,,false,C3253985,STY/T109|STY/T121,ATC/J05AJ,5,,STY/T109|STY/T121
ATC/J07BA01,"encephalitis, tick borne, inactivated, whole virus",,,false,C3652481,STY/T129|STY/T121,ATC/J07BA,5,,STY/T129|STY/T121
ATC/A03AX08,alverine,,,false,C0051528,STY/T109|STY/T121,ATC/A03AX,5,,STY/T109|STY/T121
ATC/V09GB02,iodine (<o>125</o>I) human albumin,,,false,C3652492,STY/T116|STY/T130,ATC/V09GB,5,,STY/T116|STY/T130
ATC/C04AA,2-amino-1-phenylethanol derivatives,,,false,C3653810,STY/T109|STY/T121,ATC/C04A,4,Y,STY/T109|STY/T121
ATC/P03BX,Other insecticides and repellents in ATC,Other insecticides and repellents,,false,C3653855,STY/T121,ATC/P03B,4,Y,STY/T121
ATC/D11AC01,cetrimide,,,false,C0950191,STY/T109|STY/T121,ATC/D11AC,5,,STY/T109|STY/T121
ATC/H03BB52,"thiamazole, combinations",,,false,C3652612,STY/T121,ATC/H03BB,5,,STY/T121
ATC/J06BA01,"immunoglobulins, normal human, for extravascular adm.",,,false,C3652961,STY/T116|STY/T129|STY/T121,ATC/J06BA,5,,STY/T116|STY/T129|STY/T121
ATC/C01AA52,"acetyldigoxin, combinations",,,false,C3653187,STY/T109|STY/T121,ATC/C01AA,5,,STY/T109|STY/T121
ATC/N05CA08,vinylbital,,,false,C0054306,STY/T109|STY/T121,ATC/N05CA,5,,STY/T109|STY/T121
ATC/D01AC02,miconazole,,,false,C0025942,STY/T109|STY/T121,ATC/D01AC,5,,STY/T109|STY/T121
ATC/J01DH51,imipenem and cilastatin,,,false,C0071972,STY/T121,ATC/J01DH,5,,STY/T121
ATC/A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",,,false,C3653337,STY/T127|STY/T109|STY/T121,ATC/A11,3,Y,STY/T127|STY/T109|STY/T121
ATC/L01CC,"Colchicine derivatives, antineooplastic",Colchicine derivatives,,false,C3653298,STY/T109|STY/T121,ATC/L01C,4,Y,STY/T109|STY/T121
ATC/H03BA01,methylthiouracil,,,false,C0025830,STY/T114|STY/T121,ATC/H03BA,5,,STY/T114|STY/T121
ATC/N04AA01,trihexyphenidyl,,,false,C0041009,STY/T109|STY/T121,ATC/N04AA,5,,STY/T109|STY/T121
ATC/C04AE54,"dihydroergocristine, combinations",,,false,C3653151,STY/T109|STY/T121,ATC/C04AE,5,,STY/T109|STY/T121
ATC/R05DA20,opium alkaloids and derivative combination cough suppressants,combinations,,false,C3539957,STY/T121,ATC/R05DA,5,,STY/T121
ATC/R06AX12,terfenadine,,,false,C0085173,STY/T109|STY/T121,ATC/R06AX,5,,STY/T109|STY/T121
ATC/S01GX10,epinastine,,,false,C0078442,STY/T109|STY/T121,ATC/S01GX,5,,STY/T109|STY/T121
ATC/D01AE21,flucytosine,,,false,C0016278,STY/T114|STY/T121,ATC/D01AE,5,,STY/T114|STY/T121
ATC/M02AA,"Antiinflammatory preparations, non-steroids for topical use",,,false,C3653713,STY/T121,ATC/M02A,4,Y,STY/T121
STY/T013,Fish,,,false,,,STY/T010,,,
ATC/A12AA,Calcium,,,false,C3540037,STY/T127|STY/T121,ATC/A12A,4,Y,STY/T127|STY/T121
ATC/N06AX24,vilazodone,,,false,C1530072,STY/T109|STY/T121,ATC/N06AX,5,,STY/T109|STY/T121
ATC/A06AH05,naldemedine,,,false,C4325235,STY/T109|STY/T121,ATC/A06AH,5,,STY/T109|STY/T121
ATC/C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,,,false,C3653823,STY/T121,ATC/C01,3,Y,STY/T121
ATC/V03AC,Iron chelating agents,,,false,C0022086,STY/T130|STY/T109|STY/T121,ATC/V03A,4,Y,STY/T130|STY/T109|STY/T121
ATC/R05CB05,mesna,,,false,C0000294,STY/T109|STY/T121,ATC/R05CB,5,,STY/T109|STY/T121
ATC/S02CA04,triamcinolone and antiinfectives,,,false,C3653138,STY/T109|STY/T121,ATC/S02CA,5,,STY/T109|STY/T121
ATC/V03AZ01,ethanol,,,false,C0001962,STY/T109|STY/T121,ATC/V03AZ,5,,STY/T109|STY/T121
ATC/N05CF03,zaleplon,,,false,C0251504,STY/T109|STY/T121,ATC/N05CF,5,,STY/T109|STY/T121
ATC/R01BA01,phenylpropanolamine,,,false,C0031495,STY/T109|STY/T121,ATC/R01BA,5,,STY/T109|STY/T121
ATC/S01AA03,neomycin,,,false,C0027603,STY/T195|STY/T109,ATC/S01AA,5,,STY/T195|STY/T109
ATC/C01CA11,mephentermine,,,false,C0025380,STY/T109|STY/T121,ATC/C01CA,5,,STY/T109|STY/T121
ATC/P01CX02,suramin sodium,,,false,C0813205,STY/T109|STY/T121,ATC/P01CX,5,,STY/T109|STY/T121
ATC/M01AA,"Butylpyrazolidines, antiinflammatory and antirheumatic drugs",Butylpyrazolidines,,false,C3653449,STY/T109|STY/T121,ATC/M01A,4,Y,STY/T109|STY/T121
ATC/A10BD20,metformin and empagliflozin,,,false,C4050748,STY/T121,ATC/A10BD,5,,STY/T121
ATC/N02AG04,hydromorphone and antispasmodics,,,false,C3652962,STY/T109|STY/T121,ATC/N02AG,5,,STY/T109|STY/T121
ATC/J07BF02,"poliomyelitis oral, trivalent, live attenuated",,,false,C3652520,STY/T129|STY/T121,ATC/J07BF,5,,STY/T129|STY/T121
ATC/C09XA,Renin-inhibitors,,,false,C3653375,STY/T121,ATC/C09X,4,Y,STY/T121
ATC/J01CA18,hetacillin,,,false,C0062587,STY/T195|STY/T109,ATC/J01CA,5,,STY/T195|STY/T109
ATC/M04,ANTIGOUT PREPARATIONS,,,false,C0018100,STY/T121,ATC/M,2,Y,STY/T121
ATC/G01BA,Antibiotics and corticosteroids,,,false,C3653724,STY/T121,ATC/G01B,4,Y,STY/T121
ATC/V09CX02,sodium iodohippurate (<o>131</o>I),,,false,C0304987,STY/T130|STY/T109,ATC/V09CX,5,,STY/T130|STY/T109
ATC/S01BC04,flurbiprofen,,,false,C0016377,STY/T109|STY/T121,ATC/S01BC,5,,STY/T109|STY/T121
ATC/D11AX06,mequinol,,,false,C0048318,STY/T109|STY/T121,ATC/D11AX,5,,STY/T109|STY/T121
ATC/M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",,,false,C3653536,STY/T121,ATC/M03,3,Y,STY/T121
ATC/N07BB04,naltrexone,,,false,C0027360,STY/T109|STY/T121,ATC/N07BB,5,,STY/T109|STY/T121
ATC/A03EA,"Antispasmodics, psycholeptics and analgesics in combination",,,false,C3653699,STY/T121,ATC/A03E,4,Y,STY/T121
ATC/G02AD,"Prostaglandins, oxytocics",Prostaglandins,,false,C0356622,STY/T109|STY/T121,ATC/G02A,4,Y,STY/T109|STY/T121
ATC/B05DA,"Isotonic solutions, peritoneal dialysis",Isotonic solutions,,false,C3542945,STY/T121,ATC/B05D,4,Y,STY/T121
ATC/R03CC04,fenoterol,,,false,C0015840,STY/T109|STY/T121,ATC/R03CC,5,,STY/T109|STY/T121
ATC/B05XA09,sodium phosphate,,,false,C0074757,STY/T121|STY/T197,ATC/B05XA,5,,STY/T121|STY/T197
ATC/J06BB16,palivizumab,,,false,C0672596,STY/T116|STY/T129|STY/T121,ATC/J06BB,5,,STY/T116|STY/T129|STY/T121
ATC/C01DX06,hexobendine,,,false,C0019471,STY/T109|STY/T121,ATC/C01DX,5,,STY/T109|STY/T121
ATC/C10BX04,"simvastatin, acetylsalicylic acid and ramipril",,,false,C3652712,STY/T121,ATC/C10BX,5,,STY/T121
STY/T123,Biologically Active Substance,,,false,,,STY/T120,,,
ATC/A03BA04,belladonna total alkaloids,,,false,C3652929,STY/T109|STY/T121,ATC/A03BA,5,,STY/T109|STY/T121
ATC/L02BX01,abarelix,,,false,C0965390,STY/T116|STY/T121,ATC/L02BX,5,,STY/T116|STY/T121
ATC/N05CM11,bromides,,,false,C0006222,STY/T197,ATC/N05CM,5,,STY/T197
ATC/V09CA,"Technetium 99m compounds, renal system diagnostic radiopharmaceuticals",Technetium (<o>99m</o>Tc) compounds,,false,C3539189,STY/T130|STY/T109,ATC/V09C,4,Y,STY/T130|STY/T109
ATC/S01KA01,hyaluronic acid,,,false,C0020196,STY/T123|STY/T109|STY/T121,ATC/S01KA,5,,STY/T123|STY/T109|STY/T121
ATC/S01AX16,picloxydine,,,false,C0071036,STY/T109|STY/T121,ATC/S01AX,5,,STY/T109|STY/T121
ATC/N06BX01,meclofenoxate,,,false,C0007710,STY/T109|STY/T121,ATC/N06BX,5,,STY/T109|STY/T121
ATC/L01EF03,abemaciclib,,,false,C3852841,STY/T109|STY/T121,ATC/L01EF,5,,STY/T109|STY/T121
ATC/A06AC05,linseed,,,false,C0023754,STY/T168|STY/T109|STY/T121,ATC/A06AC,5,,STY/T168|STY/T109|STY/T121
ATC/C02LK01,veratrum and diuretics,,,false,C3653022,STY/T109|STY/T121,ATC/C02LK,5,,STY/T109|STY/T121
ATC/D11AH01,tacrolimus,,,false,C0085149,STY/T109|STY/T121,ATC/D11AH,5,,STY/T109|STY/T121
ATC/B03AA06,ferrous succinate,,,false,C0060281,STY/T109|STY/T121,ATC/B03AA,5,,STY/T109|STY/T121
ATC/R05DB23,piperidione,,,false,C0624744,STY/T109|STY/T121,ATC/R05DB,5,,STY/T109|STY/T121
ATC/D07CA02,methylprednisolone and antibiotics,,,false,C3652954,STY/T109|STY/T121,ATC/D07CA,5,,STY/T109|STY/T121
ATC/N05BC03,emylcamate,,,false,C0175159,STY/T109|STY/T121,ATC/N05BC,5,,STY/T109|STY/T121
ATC/J05AF12,clevudine,,,false,C0045212,STY/T114|STY/T121,ATC/J05AF,5,,STY/T114|STY/T121
ATC/J05AX06,pleconaril,,,false,C0759032,STY/T109|STY/T121,ATC/J05AX,5,,STY/T109|STY/T121
ATC/G03CC,"Estrogens, combinations with other drugs",,,false,C3653655,STY/T121,ATC/G03C,4,Y,STY/T121
ATC/J01FA09,clarithromycin,,,false,C0055856,STY/T195|STY/T109,ATC/J01FA,5,,STY/T195|STY/T109
ATC/C01CA22,arbutamine,,,false,C0172021,STY/T109|STY/T121,ATC/C01CA,5,,STY/T109|STY/T121
ATC/S01BC01,indometacin,,,false,C0021246,STY/T109|STY/T121,ATC/S01BC,5,,STY/T109|STY/T121
ATC/G04CA53,tamsulosin and solifenacin,,,false,C3652708,STY/T121,ATC/G04CA,5,,STY/T121
ATC/A11EA,"Vitamin B-complex, plain",,,false,C3653770,STY/T127,ATC/A11E,4,Y,STY/T127
ATC/C04AF,"Enzymes, peripheral vasodilators",Enzymes,,false,C3540790,STY/T126|STY/T116|STY/T121,ATC/C04A,4,Y,STY/T126|STY/T116|STY/T121
ATC/S01AA14,benzylpenicillin,,,false,C0030827,STY/T195|STY/T109,ATC/S01AA,5,,STY/T195|STY/T109
ATC/J07AN01,"tuberculosis, live attenuated",,,false,C3652576,STY/T129|STY/T121,ATC/J07AN,5,,STY/T129|STY/T121
ATC/B03XA04,peginesatide,,,false,C3179929,STY/T116|STY/T121,ATC/B03XA,5,,STY/T116|STY/T121
